output,title,Input
"Die Atomtests im Mai 1998 wurden zwar stets mit dem Verweis auf die chinesische Bedrohung gerechtfertigt , in erster Linie verfolgt Indien mit den Tests jedoch wohl eine internationale Statusaufwertung und versucht, eine Gleichrangigkeit mit China zu untermauern.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Die Atomtests Mai 1998 wurden stets Verweis chinesische Bedrohung gerechtfertigt , erster Linie verfolgt Indien Tests jedoch wohl internationale Statusaufwertung versucht, Gleichrangigkeit China untermauern']"
"Indien betreibt eine erhebliche konventionelle Aufrüstung, genauso wie China und andere asiatische Länder wie Pakistan.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Indien betreibt erhebliche konventionelle Aufrüstung, genauso China asiatische Länder Pakistan']"
Tatsächlich stehen sich Indien und China mittlerweile eher freundschaftlich gegenüber. Zunehmende Handelsverflechtungen und die gegenseitige Anerkennung des Status quo in Tibet durch Indien 2003 und Sikkim durch China 2004 haben zu einer spürbaren Entlastung des politischen Verhältnisses beigetragen. Dennoch bestehen noch immer Grenzstreitigkeiten um den chinesisch besetzten Teil Kaschmirs sowie den größten Teil des indischen Bundesstaats Arunachal Pradesh.,https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Tatsächlich stehen Indien China mittlerweile eher freundschaftlich gegenüber', ' Zunehmende Handelsverflechtungen gegenseitige Anerkennung Status quo Tibet Indien 2003 Sikkim China 2004 spürbaren Entlastung politischen Verhältnisses beigetragen', ' Dennoch bestehen immer Grenzstreitigkeiten chinesisch besetzten Teil Kaschmirs sowie größten Teil indischen Bundesstaats Arunachal Pradesh']"
"Mit Bangladesch besteht seit Jahrzehnten Uneinigkeit über Fragen der Wasserverteilung. Auch Grenzverlauf und -verkehr waren lange Zeit umstritten. Bis zum Indisch-bangladeschischen Grenzvertrag von 2015 bestanden auf beiden Seiten der Grenze insgesamt mehr als 150 Enklaven, darunter ein „Stückchen indischen Landes innerhalb bangalischen Territoriums, das selber vollständig von einer indischen Besitzung umgeben ist, die wiederum innerhalb Bangladeshs liegt“ . Als belastend gilt zudem die illegale Einwanderung vieler Bangladescher nach Indien. Am 6. Juni 2015 wurde ein Abkommen unterzeichnet, demzufolge Bangladesch 111 indische Enklaven erhielt und Indien im Gegenzug 52 bangladeschische auf seinem Gebiet. Damit wurde eine „geregelte Grenze“ hergestellt. 53.000 Bewohner der betroffenen Gebiete konnten entscheiden, welchem der zwei Staaten sie angehören wollen.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Mit Bangladesch besteht seit Jahrzehnten Uneinigkeit Fragen Wasserverteilung', ' Auch Grenzverlauf -verkehr lange Zeit umstritten', ' Bis Indisch-bangladeschischen Grenzvertrag 2015 bestanden beiden Seiten Grenze insgesamt mehr 150 Enklaven, darunter „Stückchen indischen Landes innerhalb bangalischen Territoriums, selber vollständig indischen Besitzung umgeben ist, wiederum innerhalb Bangladeshs liegt“ ', ' Als belastend gilt zudem illegale Einwanderung vieler Bangladescher Indien', ' Am 6', ' Juni 2015 wurde Abkommen unterzeichnet, demzufolge Bangladesch 111 indische Enklaven erhielt Indien Gegenzug 52 bangladeschische Gebiet', ' Damit wurde „geregelte Grenze“ hergestellt', ' 53', '000 Bewohner betroffenen Gebiete konnten entscheiden, zwei Staaten angehören wollen']"
"Indien ist eines der Gründungsmitglieder der Vereinten Nationen sowie Mitglied zahlreicher weiterer internationaler Organisationen, darunter Commonwealth, Internationaler Währungsfonds, Weltbank und Welthandelsorganisation . Indien ist Mitglied in der Gruppe der zwanzig wichtigsten Industrie- und Schwellenländer und der G33. Eine tragende Funktion hat es in der Südasiatischen Vereinigung für regionale Zusammenarbeit . 2017 wurde Indien gemeinsam mit Pakistan in die Shanghaier Organisation für Zusammenarbeit aufgenommen. Indien bewarb sich für die Mitgliedschaft in der Organisation für Islamische Zusammenarbeit, wurde allerdings aufgrund eines Vetos Pakistans abgelehnt, obwohl Indien das Land mit den drittmeisten Muslimen weltweit ist.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Indien Gründungsmitglieder Vereinten Nationen sowie Mitglied zahlreicher weiterer internationaler Organisationen, darunter Commonwealth, Internationaler Währungsfonds, Weltbank Welthandelsorganisation ', ' Indien Mitglied Gruppe zwanzig wichtigsten Industrie- Schwellenländer G33', ' Eine tragende Funktion Südasiatischen Vereinigung regionale Zusammenarbeit ', ' 2017 wurde Indien gemeinsam Pakistan Shanghaier Organisation Zusammenarbeit aufgenommen', ' Indien bewarb Mitgliedschaft Organisation Islamische Zusammenarbeit, wurde allerdings aufgrund Vetos Pakistans abgelehnt, obwohl Indien Land drittmeisten Muslimen weltweit ist']"
"Die Beziehungen Indiens zur EU basieren auf einer umfassenden politischen Erklärung und einem Aktionsplan für eine strategische Partnerschaft, die auf dem EU-Indien-Gipfel im Herbst 2005 verabschiedet wurden und seitdem schrittweise umgesetzt werden. Damit sollen die Beziehungen zu Indien formal auf eine Ebene mit denen zu den Vereinigten Staaten, Kanada, Japan, Russland und China gestellt werden. Zukünftig will man das Potenzial für gemeinsame Kooperationen und Austausch noch stärker ausschöpfen. Dies gilt insbesondere auch für die Bereiche Konfliktprävention, Terrorismusbekämpfung und die Stärkung der Menschenrechte.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Die Beziehungen Indiens EU basieren umfassenden politischen Erklärung Aktionsplan strategische Partnerschaft, EU-Indien-Gipfel Herbst 2005 verabschiedet wurden seitdem schrittweise umgesetzt werden', ' Damit sollen Beziehungen Indien formal Ebene denen Vereinigten Staaten, Kanada, Japan, Russland China gestellt werden', ' Zukünftig Potenzial gemeinsame Kooperationen Austausch stärker ausschöpfen', ' Dies gilt insbesondere Bereiche Konfliktprävention, Terrorismusbekämpfung Stärkung Menschenrechte']"
"In Indien stieg die mittlere Schulbesuchsdauer aller Personen über 25 von 3 Jahren 1990 auf 6,3 Jahre 2015 an. Die aktuelle Bildungserwartung beträgt bereits 11,7 Jahre. Heute werden zwar fast alle Kinder – zumindest Jungen – tatsächlich eingeschult, in den höheren Klassenstufen wird die Zahl der Abbrecher aber immer höher. Vor allem im ländlichen Raum erhalten daher viele Kinder nur eine äußerst rudimentäre Grundbildung. Weiterführende Schulen und höhere Bildungseinrichtungen stehen dagegen meist nur in Städten zur Verfügung. Immerhin konnten seit der Unabhängigkeit große Fortschritte bei der Alphabetisierung erzielt werden. 2011 lag die Alphabetisierungsrate im Landesdurchschnitt bei 74,0 % . 2001 hatte sie noch 64,8 % betragen, 1951 sogar nur 18,3 %.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['In Indien stieg mittlere Schulbesuchsdauer Personen 25 3 Jahren 1990 6,3 Jahre 2015 an', ' Die aktuelle Bildungserwartung beträgt bereits 11,7 Jahre', ' Heute fast Kinder – zumindest Jungen – tatsächlich eingeschult, höheren Klassenstufen Zahl Abbrecher immer höher', ' Vor ländlichen Raum erhalten daher viele Kinder äußerst rudimentäre Grundbildung', ' Weiterführende Schulen höhere Bildungseinrichtungen stehen dagegen meist Städten Verfügung', ' Immerhin konnten seit Unabhängigkeit große Fortschritte Alphabetisierung erzielt werden', ' 2011 lag Alphabetisierungsrate Landesdurchschnitt 74,0 % ', ' 2001 64,8 % betragen, 1951 sogar 18,3 %']"
"Da das Bildungswesen größtenteils den Bundesstaaten obliegt, weist es dementsprechend große regionale Unterschiede auf. Dies äußert sich am deutlichsten in der sehr ungleichen Analphabetenquote. Während sie in Kerala, dem Staat mit der höchsten Alphabetisierungsrate, 2011 nur 6,1 % betrug, war sie im finanziell ärmsten Staat Bihar mit 36,2 % fast sechsmal so hoch. Ein weiteres Problem ist die Benachteiligung von Mädchen, deren Einschulungsrate geringer ist als die von Jungen . An höheren Bildungseinrichtungen liegt der Frauenanteil in der Regel deutlich unter dem der Männer. Ein großer Schwachpunkt ist auch das bisher wenig entwickelte Berufsschulwesen, welches allerdings stark im Wachsen begriffen ist. Indien verfügte 2016 über 750 Universitäten und 41.435 Colleges mit insgesamt 28,5 Millionen Studierenden. Nach der Volksrepublik China ist Indien damit das Land mit den meisten Hochschülern. Laut dem Ranking Times Higher Education von 2019 schaffen es das Indian Institute of Science Bangalore und Indian Institute of Technology Ropar unter die besten 400 Institutionen weltweit.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Da Bildungswesen größtenteils Bundesstaaten obliegt, weist dementsprechend große regionale Unterschiede auf', ' Dies äußert deutlichsten ungleichen Analphabetenquote', ' Während Kerala, Staat höchsten Alphabetisierungsrate, 2011 6,1 % betrug, finanziell ärmsten Staat Bihar 36,2 % fast sechsmal hoch', ' Ein weiteres Problem Benachteiligung Mädchen, deren Einschulungsrate geringer Jungen ', ' An höheren Bildungseinrichtungen liegt Frauenanteil Regel deutlich Männer', ' Ein großer Schwachpunkt bisher wenig entwickelte Berufsschulwesen, allerdings stark Wachsen begriffen ist', ' Indien verfügte 2016 750 Universitäten 41', '435 Colleges insgesamt 28,5 Millionen Studierenden', ' Nach Volksrepublik China Indien Land meisten Hochschülern', ' Laut Ranking Times Higher Education 2019 schaffen Indian Institute of Science Bangalore Indian Institute of Technology Ropar besten 400 Institutionen weltweit']"
"Das Gesundheitswesen ist überwiegend staatlich, obwohl es auch viele private Krankenhäuser gibt. Obwohl die Gesundheitsbetreuung auf dem Land bereits erheblich verbessert wurde, insbesondere durch Erste-Hilfe-Stationen in Dörfern, besteht noch ein großes Stadt-Land-Gefälle. In vielen Dörfern gibt es keine medizinischen Einrichtungen. Verschlimmert wird die Lage durch schlechte hygienische Bedingungen, wie fehlender Zugang zu sauberem Trinkwasser und Sanitäranlagen, sowie Unterernährung. Ähnliche Bedingungen herrschen in städtischen Elendsvierteln. Seuchen wie Malaria, Filariose, Tuberkulose und Cholera sind in manchen Regionen noch immer ein großes Problem. Trotz aller Schwierigkeiten und Hemmnisse stieg die Lebenserwartung bei Geburt von 53,3 Jahren 1980 auf 67,6 Jahre 2015. Früher war Indien eines der wenigen Länder der Erde, in denen Männer eine höhere Lebenserwartung aufwiesen als Frauen. In den letzten Jahren hat sich dies umgekehrt. Die Kindersterblichkeit in Indien lag 2018 bei 3,7 % .",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Das Gesundheitswesen überwiegend staatlich, obwohl viele private Krankenhäuser gibt', ' Obwohl Gesundheitsbetreuung Land bereits erheblich verbessert wurde, insbesondere Erste-Hilfe-Stationen Dörfern, besteht großes Stadt-Land-Gefälle', ' In vielen Dörfern gibt medizinischen Einrichtungen', ' Verschlimmert Lage schlechte hygienische Bedingungen, fehlender Zugang sauberem Trinkwasser Sanitäranlagen, sowie Unterernährung', ' Ähnliche Bedingungen herrschen städtischen Elendsvierteln', ' Seuchen Malaria, Filariose, Tuberkulose Cholera Regionen immer großes Problem', ' Trotz Schwierigkeiten Hemmnisse stieg Lebenserwartung Geburt 53,3 Jahren 1980 67,6 Jahre 2015', ' Früher Indien wenigen Länder Erde, denen Männer höhere Lebenserwartung aufwiesen Frauen', ' In letzten Jahren umgekehrt', ' Die Kindersterblichkeit Indien lag 2018 3,7 % ']"
Wegen der geringen Kosten und der guten Qualität der ärztlichen Behandlung in spezialisierten Krankenhäusern gewinnt der Medizintourismus aus nordamerikanischen und europäischen Industrieländern immer mehr an Bedeutung.,https://de.wikipedia.org/wiki/Polizei_(Deutschland),['Wegen geringen Kosten guten Qualität ärztlichen Behandlung spezialisierten Krankenhäusern gewinnt Medizintourismus nordamerikanischen europäischen Industrieländern immer mehr Bedeutung']
"Die COVID-19-Pandemie führte zu Übergriffen auf medizinisches Personal, die als Überträger der Erkrankung angesehen wurden.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Die COVID-19-Pandemie führte Übergriffen medizinisches Personal, Überträger Erkrankung angesehen wurden']"
"Indiens Militär besteht aus Freiwilligen, eine Wehrpflicht gibt es nicht. Die offiziellen Streitkräfte sind die drittgrößten der Welt. Sie umfassen 1,3 Millionen Soldaten, wovon 1,1 Millionen im Heer, 150.000 bei der Luftwaffe und 53.000 bei der Marine dienen. Dazu kommen 800.000 Reservisten und 1,1 Millionen Mann in vor allem bei internen Konflikten eingesetzten paramilitärischen Verbänden. Zählt man Letztere hinzu, hat nur Chinas Militär eine größere Truppenstärke. Die indischen Streitkräfte hatten im Jahr 2005 3.264 Kampfpanzer, 733 Kampfflugzeuge, 199 Hubschrauber, 21 Kriegsschiffe und 17 U-Boote. Im Jahr 2004 war Indien der zweitgrößte Waffenkäufer der Erde mit einem Anteil von 10 % an allen Waffenkäufen; so ging ein Viertel der gesamten russischen Waffenexporte nach Indien. Die Militärausgaben im Jahr 2016 betrugen 55,9 Milliarden US-Dollar, das entsprach 2,5 % des Bruttoinlandsproduktes. Indien hatte damit das weltweit fünft-höchste Militärbudget.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Indiens Militär besteht Freiwilligen, Wehrpflicht gibt nicht', ' Die offiziellen Streitkräfte drittgrößten Welt', ' Sie umfassen 1,3 Millionen Soldaten, wovon 1,1 Millionen Heer, 150', '000 Luftwaffe 53', '000 Marine dienen', ' Dazu kommen 800', '000 Reservisten 1,1 Millionen Mann internen Konflikten eingesetzten paramilitärischen Verbänden', ' Zählt Letztere hinzu, Chinas Militär größere Truppenstärke', ' Die indischen Streitkräfte Jahr 2005 3', '264 Kampfpanzer, 733 Kampfflugzeuge, 199 Hubschrauber, 21 Kriegsschiffe 17 U-Boote', ' Im Jahr 2004 Indien zweitgrößte Waffenkäufer Erde Anteil 10 % Waffenkäufen; ging Viertel gesamten russischen Waffenexporte Indien', ' Die Militärausgaben Jahr 2016 betrugen 55,9 Milliarden US-Dollar, entsprach 2,5 % Bruttoinlandsproduktes', ' Indien weltweit fünft-höchste Militärbudget']"
"Seit 1974 ist Indien offiziell Atommacht. Es hat selbst entwickelte Kurzstreckenraketen sowie Mittelstreckenraketen mit Reichweiten von 700 bis 8000 km. 2012 standen 84 Nuklearsprengköpfe zur Verfügung. Bis heute hat Indien den Atomwaffensperrvertrag nicht unterzeichnet, verzichtet jedoch laut seiner Nukleardoktrin auf den nuklearen Erstschlag. Indiens einzige Militärbasis im Ausland ist seit 2004 der Luftstützpunkt Farkhor in Tadschikistan. Zudem besteht mit Mosambik ein Militärabkommen, das Ankerrechte und Versorgung von indischen Kriegsschiffen vorsieht. Mit Mauritius bestehen zudem enge militärische Bindungen. Die indischen Luftstreitkräfte kontrollieren den mauritischen Luftraum und es besteht eine Zusammenarbeit mit der indischen Marine .",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Seit 1974 Indien offiziell Atommacht', ' Es entwickelte Kurzstreckenraketen sowie Mittelstreckenraketen Reichweiten 700 8000 km', ' 2012 standen 84 Nuklearsprengköpfe Verfügung', ' Bis heute Indien Atomwaffensperrvertrag nicht unterzeichnet, verzichtet jedoch laut Nukleardoktrin nuklearen Erstschlag', ' Indiens einzige Militärbasis Ausland seit 2004 Luftstützpunkt Farkhor Tadschikistan', ' Zudem besteht Mosambik Militärabkommen, Ankerrechte Versorgung indischen Kriegsschiffen vorsieht', ' Mit Mauritius bestehen zudem enge militärische Bindungen', ' Die indischen Luftstreitkräfte kontrollieren mauritischen Luftraum besteht Zusammenarbeit indischen Marine ']"
Seit der Unabhängigkeit hat das indische Militär kaum Interesse an einer politischen Einflussnahme gezeigt. Es ist der Zivilverwaltung unterstellt; den militärischen Oberbefehl hat der Präsident.,https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Seit Unabhängigkeit indische Militär kaum Interesse politischen Einflussnahme gezeigt', ' Es Zivilverwaltung unterstellt; militärischen Oberbefehl Präsident']"
"Indien ist eine gelenkte Volkswirtschaft, die seit 1991 zunehmend dereguliert und privatisiert wird. Seither hat sich das Wirtschaftswachstum deutlich beschleunigt. Die Leistungsfähigkeit der indischen Wirtschaft hat nach Einschätzung vieler Beobachter in einigen Branchen inzwischen internationales Spitzenniveau erreicht.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Indien gelenkte Volkswirtschaft, seit 1991 zunehmend dereguliert privatisiert wird', ' Seither Wirtschaftswachstum deutlich beschleunigt', ' Die Leistungsfähigkeit indischen Wirtschaft Einschätzung vieler Beobachter Branchen inzwischen internationales Spitzenniveau erreicht']"
"Behindert wird das Wachstum der Produktion der indischen Wirtschaft insbesondere durch Mängel der vielfach veralteten Infrastruktur, vor allem durch Engpässe bei der Energieversorgung, die zu häufigen Stromausfällen führen. Trotz der 1991 begonnenen Liberalisierung der Wirtschaft leiden vor allem die Industrie und der Bankensektor nach wie vor unter häufigen staatlichen Eingriffen und den langsamen politischen Entscheidungsprozessen. Der Schutz ineffizienter Staatsunternehmen vor Wettbewerb bleibt ein Hemmschuh. Ein Belastungsfaktor ist auch die weitverbreitete Korruption. Zudem beeinträchtigen nach wie vor Arbeitsmarktregulierungen, die zum Beispiel Entlassungen von Arbeitskräften stark erschweren, das Investitionsklima. Ausländische Investoren werden so abgeschreckt. Indien verliert zudem eine große Zahl von qualifizierten Arbeitskräften ins Ausland . Andererseits ist es der größte Profiteur von Auslandsrücküberweisungen von Emigranten auf der Welt. 2016 betrugen sie 62,7 Milliarden US$ und trugen damit knapp 3 % der Wirtschaftsleistung bei.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Behindert Wachstum Produktion indischen Wirtschaft insbesondere Mängel vielfach veralteten Infrastruktur, Engpässe Energieversorgung, häufigen Stromausfällen führen', ' Trotz 1991 begonnenen Liberalisierung Wirtschaft leiden Industrie Bankensektor häufigen staatlichen Eingriffen langsamen politischen Entscheidungsprozessen', ' Der Schutz ineffizienter Staatsunternehmen Wettbewerb bleibt Hemmschuh', ' Ein Belastungsfaktor weitverbreitete Korruption', ' Zudem beeinträchtigen Arbeitsmarktregulierungen, Beispiel Entlassungen Arbeitskräften stark erschweren, Investitionsklima', ' Ausländische Investoren abgeschreckt', ' Indien verliert zudem große Zahl qualifizierten Arbeitskräften Ausland ', ' Andererseits größte Profiteur Auslandsrücküberweisungen Emigranten Welt', ' 2016 betrugen 62,7 Milliarden US$ trugen knapp 3 % Wirtschaftsleistung bei']"
"Die Integration Indiens in die Weltwirtschaft hat sich in den letzten Jahren verstärkt. Das Land profitiert zunehmend von den Vorteilen der internationalen Arbeitsteilung und der Globalisierung. Die indische Wirtschaft ist aber noch sehr stark binnenwirtschaftlich orientiert. Ihr Anteil an der Weltwirtschaft liegt noch bei knapp 3 %, obwohl Ein- und Ausfuhren in den letzten Jahren kräftig gewachsen sind. Die niedrigen Anteile der Aus- und Einfuhren am Bruttoinlandsprodukt signalisieren noch beträchtliches Wachstumspotenzial. 2016 entsprachen die Ausfuhren von Waren und Dienstleistungen nur gut 19,2 % des Bruttoinlandsprodukts, die Einfuhren 20,6 %.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Die Integration Indiens Weltwirtschaft letzten Jahren verstärkt', ' Das Land profitiert zunehmend Vorteilen internationalen Arbeitsteilung Globalisierung', ' Die indische Wirtschaft stark binnenwirtschaftlich orientiert', ' Ihr Anteil Weltwirtschaft liegt knapp 3 %, obwohl Ein- Ausfuhren letzten Jahren kräftig gewachsen sind', ' Die niedrigen Anteile Aus- Einfuhren Bruttoinlandsprodukt signalisieren beträchtliches Wachstumspotenzial', ' 2016 entsprachen Ausfuhren Waren Dienstleistungen gut 19,2 % Bruttoinlandsprodukts, Einfuhren 20,6 %']"
"Die mittel- und langfristigen Wachstumsperspektiven Indiens werden vielfach sehr günstig beurteilt. Einige Studien rechnen damit, dass Indien künftig sogar stärker als China wachsen wird. Abgesehen vom großen Nachholbedarf, insbesondere im Bereich der Infrastruktur, spricht vor allem die Altersstruktur der Bevölkerung für ein anhaltend starkes Wirtschaftswachstum. Der hohe Anteil junger Menschen an der Bevölkerung wird in den nächsten Jahrzehnten für einen hohen Anteil von Menschen im erwerbsfähigen Alter sorgen. Die in Europa und auch in China zu erwartende „Vergreisung“ der Bevölkerung wird in Indien deutlich später einsetzen. Wachstumsstützen werden auch das schon heute große Angebot an qualifizierten Arbeitskräften und die enger werdende Integration in die Weltwirtschaft sein.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Die mittel- langfristigen Wachstumsperspektiven Indiens vielfach günstig beurteilt', ' Einige Studien rechnen damit, Indien künftig sogar stärker China wachsen wird', ' Abgesehen großen Nachholbedarf, insbesondere Bereich Infrastruktur, spricht Altersstruktur Bevölkerung anhaltend starkes Wirtschaftswachstum', ' Der hohe Anteil junger Menschen Bevölkerung nächsten Jahrzehnten hohen Anteil Menschen erwerbsfähigen Alter sorgen', ' Die Europa China erwartende „Vergreisung“ Bevölkerung Indien deutlich später einsetzen', ' Wachstumsstützen schon heute große Angebot qualifizierten Arbeitskräften enger werdende Integration Weltwirtschaft sein']"
"Die hohen Währungsreserven und relativ niedrige Auslandsschulden dürften das Vertrauen ausländischer Investoren in die Entwicklung der indischen Wirtschaft stärken. Bisher waren die ausländischen Direktinvestitionen in Indien im internationalen Vergleich, insbesondere mit China, gering. Die als wirtschaftsliberal betrachtete Regierung Narendra Modis versucht mit Reformen und Initiativen wie der Make-in-India-Kampagne ausländische Investitionen anzulocken. Im Ease of Doing Business Index der Weltbank belegte Indien 2017 Platz 100 von 190 Ländern. Indien konnte sich damit im Vergleich zum Vorjahr um 30 Plätze verbessern und gehörte erstmals zu den ersten 100 Ländern.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Die hohen Währungsreserven relativ niedrige Auslandsschulden dürften Vertrauen ausländischer Investoren Entwicklung indischen Wirtschaft stärken', ' Bisher ausländischen Direktinvestitionen Indien internationalen Vergleich, insbesondere China, gering', ' Die wirtschaftsliberal betrachtete Regierung Narendra Modis versucht Reformen Initiativen Make-in-India-Kampagne ausländische Investitionen anzulocken', ' Im Ease of Doing Business Index Weltbank belegte Indien 2017 Platz 100 190 Ländern', ' Indien konnte Vergleich Vorjahr 30 Plätze verbessern gehörte erstmals ersten 100 Ländern']"
"Konfliktpotentiale bergen die teilweise große Armut, die ungleiche Einkommensverteilung und die hohe Arbeitslosigkeit. In Indien gab es 2017 104 Milliardäre, womit es hinter den USA, China und Deutschland die vierthöchste Anzahl an Milliardären weltweit hatte, während über 20 % der Bevölkerung in extremer Armut lebten und 96,2 % der Inder ein privates Vermögen von weniger als 10.000 US-Dollar besaßen. Bisher verzeichnet Indien jedoch eine bemerkenswert große soziale Stabilität.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Konfliktpotentiale bergen teilweise große Armut, ungleiche Einkommensverteilung hohe Arbeitslosigkeit', ' In Indien gab 2017 104 Milliardäre, womit USA, China Deutschland vierthöchste Anzahl Milliardären weltweit hatte, 20 % Bevölkerung extremer Armut lebten 96,2 % Inder privates Vermögen weniger 10', '000 US-Dollar besaßen', ' Bisher verzeichnet Indien jedoch bemerkenswert große soziale Stabilität']"
"Im Global Competitiveness Index des Weltwirtschaftsforums, der die Wettbewerbsfähigkeit eines Landes misst, lag Indien im Jahr 2018 auf Rang 40 von 137 Ländern. Im Index für wirtschaftliche Freiheit der Heritage Foundation und des Wall Street Journal belegte Indien 2018 Rang 130 von 180 Ländern. Nach dem Korruptionswahrnehmungsindex von Transparency International lag Indien 2016 unter 176 Ländern zusammen mit Belarus, der Volksrepublik China und Brasilien auf Rang 79, mit 40 von maximal 100 Punkten.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Im Global Competitiveness Index Weltwirtschaftsforums, Wettbewerbsfähigkeit Landes misst, lag Indien Jahr 2018 Rang 40 137 Ländern', ' Im Index wirtschaftliche Freiheit Heritage Foundation Wall Street Journal belegte Indien 2018 Rang 130 180 Ländern', ' Nach Korruptionswahrnehmungsindex Transparency International lag Indien 2016 176 Ländern zusammen Belarus, Volksrepublik China Brasilien Rang 79, 40 maximal 100 Punkten']"
"Von 2005 bis 2015 wuchs das Bruttoinlandsprodukt Indiens inflationsbereinigt um rund sechs bis 7 % jährlich. Trotz des deutlich beschleunigten Wachstums lag die offizielle Arbeitslosenquote in jener Zeit aber noch bei 9 % – wobei mit einer erheblichen Zahl von Arbeitslosen zu rechnen ist, die von der Statistik nicht erfasst werden. Die Gesamtzahl der Beschäftigten wird für 2017 auf 521,9 Millionen geschätzt. Davon arbeitet ein großer Teil im informellen Sektor. 24,5 % der Arbeitskräfte sind weiblich, womit Frauen noch eine relativ geringe Arbeitsmarktbeteiligung aufweisen.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Von 2005 2015 wuchs Bruttoinlandsprodukt Indiens inflationsbereinigt rund sechs 7 % jährlich', ' Trotz deutlich beschleunigten Wachstums lag offizielle Arbeitslosenquote Zeit 9 % – wobei erheblichen Zahl Arbeitslosen rechnen ist, Statistik nicht erfasst werden', ' Die Gesamtzahl Beschäftigten 2017 521,9 Millionen geschätzt', ' Davon arbeitet großer Teil informellen Sektor', ' 24,5 % Arbeitskräfte weiblich, womit Frauen relativ geringe Arbeitsmarktbeteiligung aufweisen']"
Unbefriedigend bleibt auch die Entwicklung der Staatsfinanzen. Das gesamtstaatliche Haushaltsdefizit bewegt sich bei leicht rückläufiger Tendenz zwischen neun und 10 % des Bruttoinlandsprodukts. Davon entfällt rund die Hälfte auf das Defizit der Zentralregierung.,https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Unbefriedigend bleibt Entwicklung Staatsfinanzen', ' Das gesamtstaatliche Haushaltsdefizit bewegt leicht rückläufiger Tendenz neun 10 % Bruttoinlandsprodukts', ' Davon entfällt rund Hälfte Defizit Zentralregierung']"
Von den führenden Agenturen zur Bewertung von Kreditrisiken wird die Bonität Indiens vor dem Hintergrund der günstigen gesamtwirtschaftlichen Entwicklung aber zunehmend besser eingeschätzt. Nach der Rating-Agentur Moody’s hob Anfang August 2006 auch die Agentur Fitch ihre Bewertung der Kreditaufnahme des indischen Staates auf den niedrigsten sogenannten investment grade an.,https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Von führenden Agenturen Bewertung Kreditrisiken Bonität Indiens Hintergrund günstigen gesamtwirtschaftlichen Entwicklung zunehmend besser eingeschätzt', ' Nach Rating-Agentur Moody’s hob Anfang August 2006 Agentur Fitch Bewertung Kreditaufnahme indischen Staates niedrigsten sogenannten investment grade an']"
"Im Zuge der zunehmenden internationalen wirtschaftlichen Verflechtung Indiens war das Land ab 2008 ebenfalls von der weltweiten Wirtschaftskrise betroffen. Das stetige jährliche Wirtschaftswachstum brach ein. Als Gründe werden der junge, global agierende indische Kapitalmarkt, hohe private Kreditverschuldung, steigende Arbeitslosenzahlen sowie sinkende Binnennachfrage und Exportzahlen genannt. Zur Bekämpfung der Krise wurden staatliche Konjunkturpakete aufgelegt, unter anderem Infrastrukturprogramme, Steuersenkungen sowie Subventionen für die Exportindustrie.",https://de.wikipedia.org/wiki/Polizei_(Deutschland),"['Im Zuge zunehmenden internationalen wirtschaftlichen Verflechtung Indiens Land ab 2008 ebenfalls weltweiten Wirtschaftskrise betroffen', ' Das stetige jährliche Wirtschaftswachstum brach ein', ' Als Gründe junge, global agierende indische Kapitalmarkt, hohe private Kreditverschuldung, steigende Arbeitslosenzahlen sowie sinkende Binnennachfrage Exportzahlen genannt', ' Zur Bekämpfung Krise wurden staatliche Konjunkturpakete aufgelegt, Infrastrukturprogramme, Steuersenkungen sowie Subventionen Exportindustrie']"
